3.40141	0.00947
3.40165	-0.02488
3.4019	-0.08933
3.40214	-0.04873
3.40239	0.0299
3.40263	0.04387
3.40287	0.05126
3.40312	0.07529
3.40336	0.0455
3.40361	-0.01643
3.40385	-0.00532
3.40409	-0.02501
3.40434	-0.06929
3.40458	-0.068
3.40482	-0.07462
3.40507	-0.06922
3.40531	-0.09965
3.40556	-0.10208
3.4058	-0.09551
3.40604	-0.1183
3.40629	-0.08463
3.40653	-0.06145
3.40678	-0.09508
3.40702	-0.10964
3.40726	-0.14891
3.40751	-0.15435
3.40775	-0.14186
3.40799	-0.13168
3.40824	-0.05998
3.40848	-0.00121
3.40873	-0.02596
3.40897	-0.05807
3.40921	-0.1291
3.40946	-0.1594
3.4097	-0.13413
3.40995	-0.12599
3.41019	-0.12588
3.41043	-0.12036
3.41068	-0.10146
3.41092	-0.13801
3.41116	-0.15345
3.41141	-0.15092
3.41165	-0.12271
3.4119	-0.07429
3.41214	-0.07423
3.41238	-0.09029
3.41263	-0.11187
3.41287	-0.0834
3.41312	-0.06034
3.41336	-0.07214
3.4136	-0.08744
3.41385	-0.08279
3.41409	-0.09815
3.41433	-0.10839
3.41458	-0.1263
3.41482	-0.10539
3.41507	-0.08003
3.41531	-0.07436
3.41555	-0.04748
3.4158	-0.09705
3.41604	-0.10252
3.41629	-0.0637
3.41653	-0.065
3.41677	-0.07001
3.41702	-0.12427
3.41726	-0.16322
3.4175	-0.16985
3.41775	-0.16548
3.41799	-0.14435
3.41824	-0.09314
3.41848	-0.08271
3.41872	-0.11608
3.41897	-0.118
3.41921	-0.08088
3.41946	-0.08633
3.4197	-0.1486
3.41994	-0.17735
3.42019	-0.16827
3.42043	-0.13538
3.42068	-0.07583
3.42092	-0.08073
3.42116	-0.08651
3.42141	-0.13291
3.42165	-0.08844
3.42189	-0.05391
3.42214	-0.09443
3.42238	-0.10471
3.42263	-0.0892
3.42287	-0.04772
3.42311	-0.01156
3.42336	0.01337
3.4236	-0.01371
3.42385	-0.06518
3.42409	-0.09143
3.42433	-0.10426
3.42458	-0.10884
3.42482	-0.10074
3.42506	-0.05414
3.42531	-0.05376
3.42555	-0.05513
3.4258	-0.03583
3.42604	-0.02095
3.42628	0.02029
3.42653	-0.01698
3.42677	-0.04709
3.42702	-0.06659
3.42726	-0.11805
3.4275	-0.10627
3.42775	-0.04728
3.42799	-0.01967
3.42823	0.02622
3.42848	0.02252
3.42872	4.00E-04
3.42897	0.00292
3.42921	-0.0313
3.42945	-0.02404
3.4297	0.01322
3.42994	0.01748
3.43019	0.02954
3.43043	0.04079
3.43067	0.03006
3.43092	0.00161
3.43116	-0.0218
3.4314	-0.03181
3.43165	-0.00838
3.43189	-0.0583
3.43214	-0.09778
3.43238	-0.06018
3.43262	-0.00109
3.43287	0.00952
3.43311	0.01955
3.43336	0.03522
3.4336	0.01465
3.43384	0.0261
3.43409	0.03124
3.43433	0.00183
3.43457	0.01525
3.43482	0.01425
3.43506	0.03075
3.43531	0.01359
3.43555	-0.02508
3.43579	0.03637
3.43604	0.06042
3.43628	0.04521
3.43653	-0.02707
3.43677	-0.07204
3.43701	0.00387
3.43726	0.04843
3.4375	0.02164
3.43774	0.01533
3.43799	0.02368
3.43823	0.00748
3.43848	0.00918
3.43872	-0.01854
3.43896	-0.03305
3.43921	-0.03425
3.43945	-0.04877
3.4397	-0.01395
3.43994	-0.00429
3.44018	-0.07478
3.44043	-0.07011
3.44067	-0.00682
3.44091	0.01959
3.44116	0.01377
3.4414	-0.03122
3.44165	-0.08235
3.44189	-0.05866
3.44213	-0.03455
3.44238	0.02269
3.44262	0.03501
3.44287	-0.00717
3.44311	-0.06219
3.44335	-0.04624
3.4436	-0.00515
3.44384	0.01612
3.44409	0.01972
3.44433	-0.00298
3.44457	0.02161
3.44482	-0.00302
3.44506	-0.0262
3.4453	-0.01466
3.44555	-0.01157
3.44579	-0.06052
3.44604	-0.09008
3.44628	-0.01441
3.44652	0.03389
3.44677	0.01812
3.44701	-0.00976
3.44726	-0.00961
3.4475	-0.01628
3.44774	-0.02
3.44799	-0.024
3.44823	-0.03744
3.44847	-0.04162
3.44872	-0.04981
3.44896	-0.0659
3.44921	-0.01678
3.44945	0.05816
3.44969	0.04341
3.44994	0.02898
3.45018	0.01559
3.45043	-0.00456
3.45067	-0.03288
3.45091	-0.06755
3.45116	-0.07299
3.4514	-0.09056
3.45164	-0.12142
3.45189	-0.11
3.45213	-0.05056
3.45238	-0.0365
3.45262	-0.05254
3.45286	-0.06346
3.45311	-0.08199
3.45335	-0.10146
3.4536	-0.09305
3.45384	-0.06043
3.45408	-0.04095
3.45433	-0.06727
3.45457	-0.07913
3.45481	-0.05933
3.45506	-0.01534
